51.4631117,0.1307828,Blackthorn Grove,,,,,Blackthorn Grove
51.4631582,0.130043,Blackthorn Grove,,,,,Blackthorn Grove
51.4560533,0.1319158,Paddock Road,,,,,Paddock Road
51.4560527,0.1319299,Paddock Road,,,,,Paddock Road
51.4556773,0.1425486,Albion Road; Royal Oak Road,,,,,Royal Oak Road
51.4557596,0.1424637,Albion Road; Royal Oak Road,,,,,Royal Oak Road
51.4601302,0.1372206,Princess Street,,,,,Princess Street
51.4590754,0.1260203,Unnamed,,,,,Unnamed
51.4594388,0.1258179,Crook Log; Talehangers Close,,,,,Talehangers Close
51.4513295,0.1229877,Sandhurst Road,,,,,Sandhurst Road
51.456708,0.131643,Standard Road; Upton Road,,,,,Upton Road
51.4534823,0.1323048,Barton Close,,,,,Barton Close
51.4535115,0.1324219,Barton Close,,,,,Barton Close
51.4533875,0.1342698,Robin Hood Lane,,,,,Robin Hood Lane
51.4533634,0.1342047,Robin Hood Lane,,,,,Robin Hood Lane
51.4536601,0.1344484,Sunland Avenue,,,,,Sunland Avenue
51.45426,0.1399538,Freta Road; Oaklands Road,,,,,Oaklands Road
51.4635989,0.1418513,Unnamed,,,,,Unnamed
51.4633773,0.1351536,Bridge Road; Glengall Road; Station Road,,,,,Station Road
51.4582753,0.1307227,Unnamed,,,,,Unnamed
51.4581843,0.1302578,Unnamed,,,,,Unnamed
51.45814,0.1305413,Unnamed,,,,,Unnamed
51.4579317,0.1305825,Unnamed,,,,,Unnamed
51.457617,0.1322483,Emerton Close,,,,,Emerton Close
51.4518219,0.1332989,Fairway,,,,,Fairway
51.4546908,0.1315345,Timothy Close,,,,,Timothy Close
51.4577473,0.1274147,Brunswick Road; Dallin Road,,,,,Dallin Road
51.4567778,0.1247189,North Close; South Close; Sydney Road; The Grove,,,,,The Grove
51.4482045,0.1380113,Basing Drive,,,,,Basing Drive
51.4482943,0.1379923,Basing Drive,,,,,Basing Drive
